surfaceType,surfaceId,actorType,actorRole,context,intent,transaction,journeyId,servicesInvolved,apisInvolved,registriesInvolved,trustSecurityChecks,dataRecords,eventTopics,uiSurface,mobileSurface,nompiloSupport,relatedFeatures,nextActions,completionCriteria,doctrineCompliance,orchestrationStatus,sourcePath,apiClientHook
"frontend-route","/learning/studio/surveys","provider","role","professional development","Studio Surveys","TRAINING_OR_COMPETENCY:Fundo / Learning Journey","fundo-learning","learning-service; varapi-service; experience-bff","/internal/v1/learning/*","varapi-service","provider identity for CPD","enrolments; assessments; CPD","learning.completed","/learning/studio/surveys","apps/mobile/citizen-app/src/screens/marketplace/FundoLearningScreen.tsx; apps/mobile/provider-app/src/screens/provider/FundoLearningShellScreen.tsx","expected","provider-login; credential-verification","CPD credit","Provider enrols, completes module, CPD reflected","mapped-to-core-transaction","missing-journey","ui/one-ui-shell/src/app/learning/studio/surveys/page.tsx","hooks/queries/useLearningSubjectCompletions.ts"
"frontend-route","/learning/studio/ai","provider","role","professional development","Studio AI","TRAINING_OR_COMPETENCY:Fundo / Learning Journey","fundo-learning","learning-service; varapi-service; experience-bff","/internal/v1/learning/*","varapi-service","provider identity for CPD","enrolments; assessments; CPD","learning.completed","/learning/studio/ai","apps/mobile/citizen-app/src/screens/marketplace/FundoLearningScreen.tsx; apps/mobile/provider-app/src/screens/provider/FundoLearningShellScreen.tsx","expected","provider-login; credential-verification","CPD credit","Provider enrols, completes module, CPD reflected","mapped-to-core-transaction","missing-journey","ui/one-ui-shell/src/app/learning/studio/ai/page.tsx","hooks/queries/useLearningSubjectCompletions.ts"
"frontend-route","/learning/studio/publish","provider","role","professional development","Studio Publish","TRAINING_OR_COMPETENCY:Fundo / Learning Journey","fundo-learning","learning-service; varapi-service; experience-bff","/internal/v1/learning/*","varapi-service","provider identity for CPD","enrolments; assessments; CPD","learning.completed","/learning/studio/publish","apps/mobile/citizen-app/src/screens/marketplace/FundoLearningScreen.tsx; apps/mobile/provider-app/src/screens/provider/FundoLearningShellScreen.tsx","expected","provider-login; credential-verification","CPD credit","Provider enrols, completes module, CPD reflected","mapped-to-core-transaction","missing-journey","ui/one-ui-shell/src/app/learning/studio/publish/page.tsx","hooks/queries/useLearningSubjectCompletions.ts"
"frontend-route","/learning/studio/analytics","provider","role","professional development","Studio Analytics","TRAINING_OR_COMPETENCY:Fundo / Learning Journey","fundo-learning","learning-service; varapi-service; experience-bff","/internal/v1/learning/*","varapi-service","provider identity for CPD","enrolments; assessments; CPD","learning.completed","/learning/studio/analytics","apps/mobile/citizen-app/src/screens/marketplace/FundoLearningScreen.tsx; apps/mobile/provider-app/src/screens/provider/FundoLearningShellScreen.tsx","expected","provider-login; credential-verification","CPD credit","Provider enrols, completes module, CPD reflected","mapped-to-core-transaction","missing-journey","ui/one-ui-shell/src/app/learning/studio/analytics/page.tsx","hooks/queries/useLearningSubjectCompletions.ts"
"frontend-route","/learning/library","provider","auth","professional development","Fundo Library","TRAINING_OR_COMPETENCY:Fundo / Learning Journey","fundo-learning","learning-service; varapi-service; experience-bff","/internal/v1/learning/*","varapi-service","provider identity for CPD","enrolments; assessments; CPD","learning.completed","/learning/library","apps/mobile/citizen-app/src/screens/marketplace/FundoLearningScreen.tsx; apps/mobile/provider-app/src/screens/provider/FundoLearningShellScreen.tsx","expected","provider-login; credential-verification","CPD credit","Provider enrols, completes module, CPD reflected","mapped-to-core-transaction","missing-journey","ui/one-ui-shell/src/app/learning/library/page.tsx","hooks/queries/useLearningSubjectCompletions.ts"
"frontend-route","/learning/library/resources","provider","auth","professional development","Library Resources","TRAINING_OR_COMPETENCY:Fundo / Learning Journey","fundo-learning","learning-service; varapi-service; experience-bff","/internal/v1/learning/*","varapi-service","provider identity for CPD","enrolments; assessments; CPD","learning.completed","/learning/library/resources","apps/mobile/citizen-app/src/screens/marketplace/FundoLearningScreen.tsx; apps/mobile/provider-app/src/screens/provider/FundoLearningShellScreen.tsx","expected","provider-login; credential-verification","CPD credit","Provider enrols, completes module, CPD reflected","mapped-to-core-transaction","missing-journey","ui/one-ui-shell/src/app/learning/library/resources/page.tsx","hooks/queries/useLearningSubjectCompletions.ts"
"frontend-route","/learning/library/uploads","provider","auth","professional development","Library Uploads","TRAINING_OR_COMPETENCY:Fundo / Learning Journey","fundo-learning","learning-service; varapi-service; experience-bff","/internal/v1/learning/*","varapi-service","provider identity for CPD","enrolments; assessments; CPD","learning.completed","/learning/library/uploads","apps/mobile/citizen-app/src/screens/marketplace/FundoLearningScreen.tsx; apps/mobile/provider-app/src/screens/provider/FundoLearningShellScreen.tsx","expected","provider-login; credential-verification","CPD credit","Provider enrols, completes module, CPD reflected","mapped-to-core-transaction","missing-journey","ui/one-ui-shell/src/app/learning/library/uploads/page.tsx","hooks/queries/useLearningSubjectCompletions.ts"
"frontend-route","/learning/library/[resourceId]","provider","auth","professional development","Library Resource Detail","TRAINING_OR_COMPETENCY:Fundo / Learning Journey","fundo-learning","learning-service; varapi-service; experience-bff","/internal/v1/learning/*","varapi-service","provider identity for CPD","enrolments; assessments; CPD","learning.completed","/learning/library/[resourceId]","apps/mobile/citizen-app/src/screens/marketplace/FundoLearningScreen.tsx; apps/mobile/provider-app/src/screens/provider/FundoLearningShellScreen.tsx","expected","provider-login; credential-verification","CPD credit","Provider enrols, completes module, CPD reflected","mapped-to-core-transaction","missing-journey","ui/one-ui-shell/src/app/learning/library/[resourceId]/page.tsx","hooks/queries/useLearningSubjectCompletions.ts"
"frontend-route","/learning/notifications","provider","auth","professional development","Learning Notifications","TRAINING_OR_COMPETENCY:Fundo / Learning Journey","fundo-learning","learning-service; varapi-service; experience-bff","/internal/v1/learning/*","varapi-service","provider identity for CPD","enrolments; assessments; CPD","learning.completed","/learning/notifications","apps/mobile/citizen-app/src/screens/marketplace/FundoLearningScreen.tsx; apps/mobile/provider-app/src/screens/provider/FundoLearningShellScreen.tsx","expected","provider-login; credential-verification","CPD credit","Provider enrols, completes module, CPD reflected","mapped-to-core-transaction","missing-journey","ui/one-ui-shell/src/app/learning/notifications/page.tsx","hooks/queries/useLearningSubjectCompletions.ts"
"frontend-route","/learning/surveys/[surveyId]","provider","auth","professional development","Learning Survey","TRAINING_OR_COMPETENCY:Fundo / Learning Journey","fundo-learning","learning-service; varapi-service; experience-bff","/internal/v1/learning/*","varapi-service","provider identity for CPD","enrolments; assessments; CPD","learning.completed","/learning/surveys/[surveyId]","apps/mobile/citizen-app/src/screens/marketplace/FundoLearningScreen.tsx; apps/mobile/provider-app/src/screens/provider/FundoLearningShellScreen.tsx","expected","provider-login; credential-verification","CPD credit","Provider enrols, completes module, CPD reflected","mapped-to-core-transaction","missing-journey","ui/one-ui-shell/src/app/learning/surveys/[surveyId]/page.tsx","hooks/queries/useLearningSubjectCompletions.ts"
"frontend-route","/learning/surveys/[surveyId]/respond","provider","auth","professional development","Respond to Survey","TRAINING_OR_COMPETENCY:Fundo / Learning Journey","fundo-learning","learning-service; varapi-service; experience-bff","/internal/v1/learning/*","varapi-service","provider identity for CPD","enrolments; assessments; CPD","learning.completed","/learning/surveys/[surveyId]/respond","apps/mobile/citizen-app/src/screens/marketplace/FundoLearningScreen.tsx; apps/mobile/provider-app/src/screens/provider/FundoLearningShellScreen.tsx","expected","provider-login; credential-verification","CPD credit","Provider enrols, completes module, CPD reflected","mapped-to-core-transaction","missing-journey","ui/one-ui-shell/src/app/learning/surveys/[surveyId]/respond/page.tsx","hooks/queries/useLearningSubjectCompletions.ts"
"frontend-route","/learning/feedback/course/[courseId]","provider","auth","professional development","Course Feedback","TRAINING_OR_COMPETENCY:Fundo / Learning Journey","fundo-learning","learning-service; varapi-service; experience-bff","/internal/v1/learning/*","varapi-service","provider identity for CPD","enrolments; assessments; CPD","learning.completed","/learning/feedback/course/[courseId]","apps/mobile/citizen-app/src/screens/marketplace/FundoLearningScreen.tsx; apps/mobile/provider-app/src/screens/provider/FundoLearningShellScreen.tsx","expected","provider-login; credential-verification","CPD credit","Provider enrols, completes module, CPD reflected","mapped-to-core-transaction","missing-journey","ui/one-ui-shell/src/app/learning/feedback/course/[courseId]/page.tsx","hooks/queries/useLearningSubjectCompletions.ts"
"frontend-route","/learning/admin","provider","role","professional development","Fundo Admin","TRAINING_OR_COMPETENCY:Fundo / Learning Journey","fundo-learning","learning-service; varapi-service; experience-bff","/internal/v1/learning/*","varapi-service","provider identity for CPD","enrolments; assessments; CPD","learning.completed","/learning/admin","apps/mobile/citizen-app/src/screens/marketplace/FundoLearningScreen.tsx; apps/mobile/provider-app/src/screens/provider/FundoLearningShellScreen.tsx","expected","provider-login; credential-verification","CPD credit","Provider enrols, completes module, CPD reflected","mapped-to-core-transaction","missing-journey","ui/one-ui-shell/src/app/learning/admin/page.tsx","hooks/queries/useLearningSubjectCompletions.ts"
"frontend-route","/learning/admin/courses","provider","role","professional development","Admin Courses","TRAINING_OR_COMPETENCY:Fundo / Learning Journey","fundo-learning","learning-service; varapi-service; experience-bff","/internal/v1/learning/*","varapi-service","provider identity for CPD","enrolments; assessments; CPD","learning.completed","/learning/admin/courses","apps/mobile/citizen-app/src/screens/marketplace/FundoLearningScreen.tsx; apps/mobile/provider-app/src/screens/provider/FundoLearningShellScreen.tsx","expected","provider-login; credential-verification","CPD credit","Provider enrols, completes module, CPD reflected","mapped-to-core-transaction","missing-journey","ui/one-ui-shell/src/app/learning/admin/courses/page.tsx","hooks/queries/useLearningSubjectCompletions.ts"
"frontend-route","/learning/admin/courses/new","provider","role","professional development","New Course","TRAINING_OR_COMPETENCY:Fundo / Learning Journey","fundo-learning","learning-service; varapi-service; experience-bff","/internal/v1/learning/*","varapi-service","provider identity for CPD","enrolments; assessments; CPD","learning.completed","/learning/admin/courses/new","apps/mobile/citizen-app/src/screens/marketplace/FundoLearningScreen.tsx; apps/mobile/provider-app/src/screens/provider/FundoLearningShellScreen.tsx","expected","provider-login; credential-verification","CPD credit","Provider enrols, completes module, CPD reflected","mapped-to-core-transaction","missing-journey","ui/one-ui-shell/src/app/learning/admin/courses/new/page.tsx","hooks/queries/useLearningSubjectCompletions.ts"
"frontend-route","/learning/admin/courses/[courseId]/edit","provider","role","professional development","Edit Course","TRAINING_OR_COMPETENCY:Fundo / Learning Journey","fundo-learning","learning-service; varapi-service; experience-bff","/internal/v1/learning/*","varapi-service","provider identity for CPD","enrolments; assessments; CPD","learning.completed","/learning/admin/courses/[courseId]/edit","apps/mobile/citizen-app/src/screens/marketplace/FundoLearningScreen.tsx; apps/mobile/provider-app/src/screens/provider/FundoLearningShellScreen.tsx","expected","provider-login; credential-verification","CPD credit","Provider enrols, completes module, CPD reflected","mapped-to-core-transaction","missing-journey","ui/one-ui-shell/src/app/learning/admin/courses/[courseId]/edit/page.tsx","hooks/queries/useLearningSubjectCompletions.ts"
